filename,pred_company,true_company,company_similarity,company_correct,pred_address,true_address,address_similarity,address_correct,pred_date,true_date,normalized_pred_date,normalized_true_date,date_correct,pred_total,true_total,normalized_pred_total,normalized_true_total,total_correct,all_fields_correct,overall_status
X51005705727.jpg,KEDAI BUKU NEW ACHEIVERS,KEDAI BUKU NEW ACHEIVERS,1.0,Yes,"(CO NO, SA0345444-K) NO. 12 14, JALAN JINJANG 27/54 TAMAN ALAM MEGAH, SEKSYEN 27 40400 SHAH ALAM, SELANGOR D. E.","(CO NO, SA0345444-K) NO. 12 14, JALAN JINJANG 27/54 TAMAN ALAM MEGAH, SEKSYEN 27 40400 SHAH ALAM, SELANGOR D. E.",1.0,Yes,28/12/2017,28/12/2017,2017-12-28,2017-12-28,Yes,38.15,38.15,38.15,38.15,Yes,Yes,valid
X51005705729.jpg,ASO ELECTRICAL,ASO ELECTRICAL,1.0,Yes,"NO 31G, JALAN SEPADUG 25/6, SECTION 26, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGOR,","NO 31G, JALAN SEPADUG 25/6, SECTION 26, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGOR,",1.0,Yes,,13/10/2017,,2017-10-13,No,100.00,94.6,100.0,94.6,No,No,needs_review
X51005705784.jpg,SEDAI BUKU NEW ACHEIVERS te,SEDAI BUKU NEW ACHEIVERS te,1.0,Yes,"cal (CO NO. SA0345444-K) NO. 12 14, JALAN JINJANG 27/54 hs ___TAMAN ALAM MEGAH, SEKSYEN 27 ei 40400 SHAH ALAM, SELANGOR D. E.","cal (CO NO. SA0345444-K) NO. 12 14, JALAN JINJANG 27/54 hs ___TAMAN ALAM MEGAH, SEKSYEN 27 ei 40400 SHAH ALAM, SELANGOR D. E.",1.0,Yes,15/09/2017,15/09/2017,2017-09-15,2017-09-15,Yes,45.28,45.28,45.28,45.28,Yes,Yes,valid
X51005710963.jpg,T& TOOLS HARDWARE SOR,T& TOOLS HARDWARE SOR,1.0,Yes,"59, JALAN BANDAR SATU, 47140, PUCHONG, SELANGOR","59, JALAN BANDAR SATU, 47140, PUCHONG, SELANGOR",1.0,Yes,21/03/2018,21/03/2018,2018-03-21,2018-03-21,Yes,7.40,7.4,7.4,7.4,Yes,Yes,valid
X51005711402.jpg,RESTORAN WAN SHENG,RESTORAN WAN SHENG,1.0,Yes,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",1.0,Yes,,17-03-2018,,17 03 2018,No,9.60,9.6,9.6,9.6,Yes,No,needs_review
X51005711443.jpg,RESTORAN WAN SHENG,RESTORAN WAN SHENG,1.0,Yes,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",1.0,Yes,,23-03-2018,,23 03 2018,No,6.70,6.7,6.7,6.7,Yes,No,needs_review
X51005711444.jpg,RESTORAN WAN SHENG,RESTORAN WAN SHENG,1.0,Yes,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",1.0,Yes,,21-03-2018,,21 03 2018,No,4.80,4.8,4.8,4.8,Yes,No,needs_review
X51005711446.jpg,RESTORAN WAN SHENG,RESTORAN WAN SHENG,1.0,Yes,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",1.0,Yes,,10/3/2018,,2018-03-10,No,7.20,7.2,7.2,7.2,Yes,No,needs_review
X51005711449.jpg,RESTORAN WAN SHENG,RESTORAN WAN SHENG,1.0,Yes,"No.2, Jalat Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","No.2, Jalat Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",1.0,Yes,,7/3/2018,,2018-03-07,No,4.80,4.8,4.8,4.8,Yes,No,needs_review
X51005715007.jpg,KAISON FURNISHING SDN BHD,KAISON FURNISHING SDN BHD,1.0,Yes,"Lot No. L3-012, Level 3, No. 6, Jalan Cochrane, Co, Reg No. (761834-D)","Lot No. L3-012, Level 3, No. 6, Jalan Cochrane, Co, Reg No. (761834-D)",1.0,Yes,,25-03-18,,25 03 18,No,18.70,18.7,18.7,18.7,Yes,No,needs_review
X51005715455.jpg,SPEED MAPT $/B,SPEED MAPT $/B,1.0,Yes,"LOT PT. HELL, JALAN ANESA, 41150 KLANG, SELANGOR","LOT PT. HELL, JALAN ANESA, 41150 KLANG, SELANGOR",1.0,Yes,,26-03-18,,26 03 18,No,10.40,10.6,10.4,10.6,No,No,needs_review
X51005719823.jpg,AA FHGRMACY,AA FHGRMACY,1.0,Yes,"NO.47, JALAN 3/34,","NO.47, JALAN 3/34,",1.0,Yes,29/01/2018,29/01/2018,2018-01-29,2018-01-29,Yes,46.20,46.2,46.2,46.2,Yes,Yes,valid
X51005719855.jpg,"UTAMA SHOPPING CENTRE,","UTAMA SHOPPING CENTRE,",1.0,Yes,"LOT F355/356/357, FIRST FLOOR, LEBUH BANDAR UTAMA,","LOT F355/356/357, FIRST FLOOR, LEBUH BANDAR UTAMA,",1.0,Yes,19/02/2018,19/02/2018,2018-02-19,2018-02-19,Yes,181.55,181.55,181.55,181.55,Yes,Yes,valid
X51005719857.jpg,Salon Du Chocolat,Salon Du Chocolat,1.0,Yes,"Lot 26-27,Level Dutamas 1,","Lot 26-27,Level Dutamas 1,Solaris Dutamas, 50480 KL",0.667,No,,19-02-2018,,19 02 2018,No,23.79,23.8,23.79,23.8,No,No,needs_review
X51005719863.jpg,,SEN LEE HEONG RESTAURANT,0.0,No,,"G-0-1, M.AVENUE NO.1, JLN 1/38A, SEGAMBUT BAHAGIA, 51200, K.LUMPUL ",0.0,No,,12/1/2018,,2018-01-12,No,,77.4,,77.4,No,No,needs_review
X51005719888.jpg,POTTERS GARDEN SDN BHD,POTTERS GARDEN SDN BHD,1.0,Yes,"Batu 11, Sg Buloh, 47000 Selangor.","Batu 11, Sg Buloh, 47000 Selangor.",1.0,Yes,04/01/2018,4/1/2018,2018-01-04,2018-01-04,Yes,30.80,30.8,30.8,30.8,Yes,Yes,valid
X51005719889.jpg,HENG KEE DELIGHTS BAK KUT TEH,HENG KEE DELIGHTS BAK KUT TEH,1.0,Yes,"NWO31, JALAN 3/62A, BANDAR. MENJALARA","NO31, JALAN 3/62A, BANDAR. MENJALARA KEPONG. 52100 KUALA LUMPUR ",0.71,Yes,,4/1/2018,,2018-01-04,No,42.00,42,42.0,42.0,Yes,No,needs_review
X51005719895.jpg,GREEN LANE PHARMACY SIN BHD,GREEN LANE PHARMACY SIN BHD,1.0,Yes,Try No 18-001641,Try No 18-001641,1.0,Yes,1/8/2018,1/8/2018,2018-08-01,2018-08-01,Yes,34.80,34.8,34.8,34.8,Yes,Yes,valid
X51005719898.jpg,"KAWASAN PERINDUSTRIAN BALAKONG,","KAWASAN PERINDUSTRIAN BALAKONG,",1.0,Yes,"LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERT KEMBANGAN, SELANGOR","LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERT KEMBANGAN, SELANGOR",1.0,Yes,,19-03-18,,19 03 18,No,22.00,11.9,22.0,11.9,No,No,needs_review
X51005719903.jpg,Gerbang Alaf Restaurants Sdn Bhd,Gerbang Alaf Restaurants Sdn Bhd,1.0,Yes,"No.3, Jalan $$21/39,47409 Petaling Jaya Selangor","No.3, Jalan $$21/39,47409 Petaling Jaya Selangor",1.0,Yes,11/03/2018,11/3/2018,2018-03-11,2018-03-11,Yes,8.50,8.5,8.5,8.5,Yes,Yes,valid
X51005719905.jpg,SAINT HEART PASTRY,SAINT HEART PASTRY,1.0,Yes,SELANGOR,SELANGOR,1.0,Yes,25/03/2018,25/03/2018,2018-03-25,2018-03-25,Yes,8.20,8.2,8.2,8.2,Yes,Yes,valid
X51005724552.jpg,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,1.0,Yes,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.","LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",1.0,Yes,21/03/2018,21/03/2018,2018-03-21,2018-03-21,Yes,68.90,68.9,68.9,68.9,Yes,Yes,valid
X51005724611.jpg,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,1.0,Yes,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.","LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",1.0,Yes,21/03/2078,21/03/2018,2078-03-21,2018-03-21,No,16.39,144.16,16.39,144.16,No,No,valid_with_warnings
X51005724622.jpg,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,1.0,Yes,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR","LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR",1.0,Yes,07/63/2018,7/3/2018,07 63 2018,2018-03-07,No,91.16,91.16,91.16,91.16,Yes,No,needs_review
X51005724623.jpg,KEDS PAN YEW Ck JAN,KEDS PAN YEW CHJAN,0.919,Yes,300 SELANGOR,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR",0.429,No,,8/3/2018,,2018-03-08,No,350.00,312.7,350.0,312.7,No,No,needs_review
X51005724624.jpg,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,1.0,Yes,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.","LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",1.0,Yes,16/03/2018,16/03/2018,2018-03-16,2018-03-16,Yes,7.68,7.68,7.68,7.68,Yes,Yes,valid
X51005724625.jpg,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,1.0,Yes,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.","LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",1.0,Yes,12/03/2018,12/3/2018,2018-03-12,2018-03-12,Yes,300.00,300,300.0,300.0,Yes,Yes,valid
X51005724626.jpg,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,1.0,Yes,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.","LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",1.0,Yes,02/04/2018,2/4/2018,2018-04-02,2018-04-02,Yes,270.30,270.3,270.3,270.3,Yes,Yes,valid
X51005724628.jpg,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,1.0,Yes,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.","LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",1.0,Yes,10/03/2018,10/3/2018,2018-03-10,2018-03-10,Yes,84.80,84.8,84.8,84.8,Yes,Yes,valid
X51005741929.jpg,MY MYDIN SDN BHD,MY MYDIN SDN BHD,1.0,Yes,"No 13, 15, 17 19 Jalan Nova U5S/Q, Seksyen U5,Subang Bestari 40150 Shah Ala Selangor Darul Ehsan","No 13, 15, 17 19 Jalan Nova U5S/Q, Seksyen U5,Subang Bestari 40150 Shah Ala Selangor Darul Ehsan",1.0,Yes,16/01/2018,16/01/2018,2018-01-16,2018-01-16,Yes,5.50,5.5,5.5,5.5,Yes,Yes,valid
X51005742110.jpg,YONG CEN ENTERPRISE,YONG CEN ENTERPRISE,1.0,Yes,"9, JALAN SUBANG JASA 3, 40150 SHAH ALAM, SELANGOR.","9, JALAN SUBANG JASA 3, 40150 SHAH ALAM, SELANGOR.",1.0,Yes,06/01/2018,6/1/2018,2018-01-06,2018-01-06,Yes,65.70,65.7,65.7,65.7,Yes,Yes,valid
X51005745213.jpg,MUR HENG ELECTRICAL,MUR HENG ELECTRICAL,1.0,Yes,"Wo.52, Jalan Bulan US/8T, Bandar Subang, Buloh, 40750 Shak Alam, Sel,","Wo.52, Jalan Bulan US/8T, Bandar Subang, Buloh, 40750 Shak Alam, Sel,",1.0,Yes,01/02/2018,1/2/2018,2018-02-01,2018-02-01,Yes,6.60,6.6,6.6,6.6,Yes,Yes,valid
X51005745244.jpg,URBAN IDEA SON BHO,URBAN IDEA SON BHO,1.0,Yes,"JALAN SS6/5A, PUSAT BANDAR KELANA JAYA, 47301 PETALING JAYA, SELANGOR, Malaysia","JALAN SS6/5A, PUSAT BANDAR KELANA JAYA, 47301 PETALING JAYA, SELANGOR, Malaysia",1.0,Yes,14/02/2018,14/02/2018,2018-02-14,2018-02-14,Yes,,11.9,,11.9,No,No,needs_review
X51005745298.jpg,TAMAN BERKELEY,TAMAN BERKELEY,1.0,Yes,"LOT P.T. 2811, JALAN ANGSA, 41150 KLANG, SELANGOR OST ID. NO: 000181747712 INVOICE NO 18353/102/T0311","LOT P.T. 2811, JALAN ANGSA, 41150 KLANG, SELANGOR ",0.643,No,,31-03-18,,31 03 18,No,10.00,4,10.0,4.0,No,No,needs_review
X51005746203.jpg,PASARAYA BORONG SUPER SEVEN:,PASARAYA BORONG SUPER SEVEN:,1.0,Yes,"NC, 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah Alam,40150","NO, 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah Alam,40150",0.987,Yes,,1/3/2018,,2018-03-01,No,643.90,408.45,643.9,408.45,No,No,needs_review
X51005746204.jpg,BEMED (SP) SON BHD,BEMED (SP) SDN BHD,0.938,Yes,,"NO 49, JALAN DUARG UJG",0.0,No,,27-Mar-18,,27 MAR 18,No,308.70,308.7,308.7,308.7,Yes,No,needs_review
X51005746206.jpg,PANA JAYA ENTERPAISE,PANA JAYA ENTERPAISE,1.0,Yes,"NO, 10-G, GROUND FLOOR. JALAN DINAR D, U3/D.TAMAN SUBANG PERDANA, SEK U3. YO1SO SHAH ALAM. SELANGOR.","NO, 10-G, GROUND FLOOR. JALAN DINAR D, U3/D.TAMAN SUBANG PERDANA, SEK U3. YO1SO SHAH ALAM. SELANGOR.",1.0,Yes,,21-03-2018,,21 03 2018,No,105.00,105,105.0,105.0,Yes,No,needs_review
X51005746207.jpg,PASARAYA BORONG SUPER SEVEN,PASARAYA BORONG SUPER SEVEN,1.0,Yes,"NO. 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah Alam,40150","NO. 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah Alam,40150",1.0,Yes,,21-03-2018,,21 03 2018,No,63.80,18.3,63.8,18.3,No,No,needs_review
X51005746210.jpg,KNIFE COOKING OIL SKG,Segi Cash & Carry Sdn. Bhd. ,0.273,No,"pti7920 Sek U9, Shah Alaa","pt17920 Sek U9, Shah Alaa",0.958,Yes,,12-Mar-18,,12 MAR 18,No,145.10,145.1,145.1,145.1,Yes,No,needs_review
X51005757233.jpg,Guardian Health And Beauty Sdn ted,Guardian Health And Beauty Sdn ted,1.0,Yes,,"IOI Mall 631 & 632 , Grd flr",0.0,No,09/05/2018,9/5/2018,2018-05-09,2018-05-09,Yes,9.95,9.95,9.95,9.95,Yes,No,valid_with_warnings
X51005757282.jpg,TSH POWER HARDWARE,TSH POWER HARDWARE,1.0,Yes,"13-1, Jalan PJU 5/10, 47810, Petaling Jaya, Selangor","13-1, Jalan PJU 5/10, 47810, Petaling Jaya, Selangor",1.0,Yes,12/09/2017,12/9/2017,2017-09-12,2017-09-12,Yes,50.00,50,50.0,50.0,Yes,Yes,valid
X51005757292.jpg,"KAWASAN PERINDUSTRIAN BALAKONG,","KAWASAN PERINDUSTRIAN BALAKONG,",1.0,Yes,"LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERI KEMBANGAN, SELANGOR","LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERI KEMBANGAN, SELANGOR",1.0,Yes,,18-03-18,,18 03 18,No,50.00,6.6,50.0,6.6,No,No,needs_review
X51005757308.jpg,MR DIY (M) SDN BHD,MR DIY (M) SDN BHD,1.0,Yes,"LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERI KEMBANGAN, SELANGOR","LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERI KEMBANGAN, SELANGOR",1.0,Yes,,21-03-18,,21 03 18,No,50.00,"21,50",50.0,21.5,No,No,needs_review
X51005757342.jpg,MR DTY (M) SDN BHD,MR DTY (M) SDN BHD,1.0,Yes,"LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERT KEMBANGAN, SELANGOR","LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERT KEMBANGAN, SELANGOR",1.0,Yes,,23-03-18,,23 03 18,No,100.00,6.2,100.0,6.2,No,No,needs_review
X51005763958.jpg,PASARAYA EGRONG SUPER SEVEN,PASARAYA EGRONG SUPER SEVEN,1.0,Yes,NO. 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah,"NO. 1 Jalan Euro 1 Off Jalan Batu Tiga Sungai Buloh Seksyen U3 Shah Alam,40150",0.923,Yes,,27-01-2018,,27 01 2018,No,59.00,59,59.0,59.0,Yes,No,needs_review
X51005763964.jpg,hide,YONG CEN ENTERPRISE,0.174,No,"9, JALAN SUBANG JASA 3, 40150 SHAH ALAM, SELANGOR.","9, JALAN SUBANG JASA 3, 40150 SHAH ALAM, SELANGOR.",1.0,Yes,06/01/2018,6/1/2018,2018-01-06,2018-01-06,Yes,65.70,65.7,65.7,65.7,Yes,No,valid
X51005763999.jpg,Counter 1,Counter 1,1.0,Yes,"Pt17920 Sek U9, Shah Alam “a","Pt17920 Sek U9, Shah Alam “a",1.0,Yes,06 Jan 2018,6-Jan-18,2018-01-06,6 JAN 18,No,674.00,674,674.0,674.0,Yes,No,valid
X51005764031.jpg,FASARAYA BURGNG SUPER SEVEN,FASARAYA BURGNG SUPER SEVEN,1.0,Yes,NC. 1 Jalan 1 Off Jalan Batu Tiga Sungai Seksyen U3 Shah,"NO. 1 Jalan 1 Off Jalan Batu Tiga Sungai Seksyen U3 Shah Alan, 40150",0.893,Yes,,1/2/2018,,2018-02-01,No,61.60,42.1,61.6,42.1,No,No,needs_review
X51005764154.jpg,PANA JAYA ENTERPAI SE,PANA JAYA ENTERPAI SE,1.0,Yes,"NO.10-G. GAGUND FLOOR, JALAN DINAR O. U3/D TAMAN SUBANG PERDANA. SEK U3, 40150 SHAH ALAM, SELANGOH","NO.10-G. GAGUND FLOOR, JALAN DINAR O. U3/D TAMAN SUBANG PERDANA. SEK U3, 40150 SHAH ALAM, SELANGOH",1.0,Yes,,25-01-2018,,25 01 2018,No,205.50,205.5,205.5,205.5,Yes,No,needs_review
X51005764161.jpg,TAMAN BERKELEY,TAMAN BERKELEY,1.0,Yes,"LOT FAY, 2811, JALAN ANGSA, KLANG, SELANGOR","LOT FAY, 2811, JALAN ANGSA, KLANG, SELANGOR",1.0,Yes,,28-01-18,,28 01 18,No,98.87,98.9,98.87,98.9,No,No,needs_review
X51005806692.jpg,GREAT ZONE HOUSEHOLD CENTRE SDN BHD,GREAT ZONE HOUSEHOLD CENTRE SDN BHD,1.0,Yes,"60 62. Jalan Ciku,","60 62. Jalan Ciku,",1.0,Yes,18/02/2018,18/02/2018,2018-02-18,2018-02-18,Yes,367.30,367.3,367.3,367.3,Yes,Yes,valid
X51005806695.jpg,SAYANG YOU STATION SDN BHD,JUWITA WEDDINGS,0.195,No,"LOT G18 G19, JLN 8/27A","SAYANG YOU STATION SDN BHD LOT G18 G19, JLN 8/27A WANGSA MAJU (AEON BIG SHOPPING CENTER) 53300 KUALA LUMPUR",0.336,No,,28-Feb-18,,28 FEB 18,No,6.00,4.1,6.0,4.1,No,No,needs_review
X51005806696.jpg,IMAGE PRINTEC (M) SON BHD,IMAGE PRINTEC (M) SON BHD,1.0,Yes,Reg No: 416123-U,"No, 12A-G, Jalan Wangsa Delima 11, Dwangsa Wangsa Maju, 53300 Kuala Lumpur",0.188,No,23/02/2918,23/02/2918,2918-02-23,2918-02-23,Yes,10.00,7.65,10.0,7.65,No,No,valid_with_warnings
X51005806718.jpg,HUGO TRADING SDN BHD,HUGO TRADING SDN BHD,1.0,Yes,"BR No. 1160956-H LOT 8&9, KOMPLEKS PASAR BORONG (DARE SELANGOR,","BR No. 1160956-H LOT 8&9, KOMPLEKS PASAR BORONG (DARE SELANGOR,",1.0,Yes,19/01/2018,19/01/2018,2018-01-19,2018-01-19,Yes,40.80,40.8,40.8,40.8,Yes,Yes,valid
X51005806719.jpg,SATU KAMPUNG ENTERPRISE SDN BHD,SATU KAMPUNG ENTERPRISE SDN BHD,1.0,Yes,"NO.42, PASAR BORONG SELANGOR: JALAN PUTRA PERMAI, 43300 SERI KEMBANGAN, SELANGOR","NO.42, PASAR BORONG SELANGOR: JALAN PUTRA PERMAI, 43300 SERI KEMBANGAN, SELANGOR",1.0,Yes,,13/01/2018,,2018-01-13,No,59.43,63,59.43,63.0,No,No,needs_review
X51005806720.jpg,SATU KAMPUNG ENTERPRISE SON BHD,SATU KAMPUNG ENTERPRISE SON BHD,1.0,Yes,"NO.42, PASAR BORONG SELANGOR, JALAN PUTRA PERMAI, SELANGOR.","NO.42, PASAR BORONG SELANGOR, JALAN PUTRA PERMAI, SELANGOR.",1.0,Yes,,13/01/2018,,2018-01-13,No,18.87,20,18.87,20.0,No,No,needs_review
X51006008081.jpg,PRINT EXPERT SDN BHD,PRINT EXPERT SDN BHD,1.0,Yes,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR","NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR",1.0,Yes,19/03/2018,19/03/2018,2018-03-19,2018-03-19,Yes,226.60,226.6,226.6,226.6,Yes,Yes,valid
X51006008082.jpg,EXPERT SDN BHD,EXPERT SDN BHD,1.0,Yes,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR","NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR",1.0,Yes,25/03/2018,25/03/2018,2018-03-25,2018-03-25,Yes,11.56,11.56,11.56,11.56,Yes,Yes,valid
X51006008083.jpg,PRINT EXPERT SDN BHD,PRINT EXPERT SDN BHD,1.0,Yes,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR iy","NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR iy",1.0,Yes,26/03/2018,26/03/2018,2018-03-26,2018-03-26,Yes,112.80,112.8,112.8,112.8,Yes,Yes,valid
X51006008090.jpg,CO (M) SDN BHD,CO (M) SDN BHD,1.0,Yes,(Co. No. 113825-W),(Co. No. 113825-W),1.0,Yes,05/03/2018,5/3/2018,2018-03-05,2018-03-05,Yes,30.50,30.5,30.5,30.5,Yes,Yes,valid
X51006008092.jpg,AEON SHAH ALAM,AEON SHAH ALAM,1.0,Yes,(Co. No. 113825-W),(Co. No. 113825-W),1.0,Yes,06/03/2018,6/3/2018,2018-03-06,2018-03-06,Yes,30.88,30.88,30.88,30.88,Yes,Yes,valid
X51006008093.jpg,AEON SHAH ALAM,AEON SHAH ALAM,1.0,Yes,(Co. No. 113825-W),(Co. No. 113825-W),1.0,Yes,06/03/2018,6/3/2018,2018-03-06,2018-03-06,Yes,12.15,12.15,12.15,12.15,Yes,Yes,valid
X51006008105.jpg,"SRD FLR, SEON TAMAN HALURI SC","SRD FLR, SEON TAMAN HALURI SC",1.0,Yes,"JLN JEJAKA, TAMAN MALURI","JLN JEJAKA, TAMAN MALURI",1.0,Yes,21/03/2018,21/03/2018,2018-03-21,2018-03-21,Yes,70.10,70.1,70.1,70.1,Yes,Yes,valid
X51006008166.jpg,"PAVILION KUALA LUMPUR,","PAVILION KUALA LUMPUR,",1.0,Yes,"LOT 2.70.00, LEVEL 2, 168, JALAN BUKIT BINTANG, 55100 KUALA LUMPUR, MALAYSIA.","LOT 2.70.00, LEVEL 2, 168, JALAN BUKIT BINTANG, 55100 KUALA LUMPUR, MALAYSIA.",1.0,Yes,14/01/2018,14/01/2018,2018-01-14,2018-01-14,Yes,750.00,750,750.0,750.0,Yes,Yes,valid
X51006008206.jpg,Burger King,Burger King,1.0,Yes,"Lot SATMZ 23, Mezzanine Level","Lot SATMZ 23, Mezzanine Level",1.0,Yes,,3/7/2018,,2018-07-03,No,,63.9,,63.9,No,No,needs_review
X51006248253.jpg,Dream Arts,Dream Arts,1.0,Yes,"2-047, LEVEL 2, VIVACITY MEGAMALL, JALAN WAN 93350 KUCHING","2-047, LEVEL 2, VIVACITY MEGAMALL, JALAN WAN 93350 KUCHING",1.0,Yes,29/03/2018,29/03/2018,2018-03-29,2018-03-29,Yes,15.00,15,15.0,15.0,Yes,Yes,valid
X51006311714.jpg,Thank You For Shorping,Guardian Health And Beauty Sdn Bhd SOLARIS MOUNT KIARA,0.263,No,Trace No. 016036,"NO.8 & 10, GF  SOLARIS MOUNT KIARA JLN SOLARIS",0.14,No,,1/1/2018,,2018-01-01,No,22.49,22.45,22.49,22.45,No,No,needs_review
X51006327953.jpg,MEL LET RESTAURANT,MEL LET RESTAURANT,1.0,Yes,"NU 2, JALAN BULAN BM U5/BM, SLASYEN U5, 40159 SHAH ALAM, SELANGOR","NU 2, JALAN BULAN BM U5/BM, SLASYEN U5, 40159 SHAH ALAM, SELANGOR",1.0,Yes,03/02/2017,3/2/2017,2017-02-03,2017-02-03,Yes,65.00,65,65.0,65.0,Yes,Yes,valid
X51006327960.jpg,PUSAT BANDAR KELANA FETALING,PUSAT BANDAR KELANA FETALING,1.0,Yes,"LOT NO. G23, GIANT KELANA LOT PT244, JLN PERBANDARAN 556/4","LOT NO. G23, GIANT KELANA LOT PT244, JLN PERBANDARAN 556/4",1.0,Yes,,7/2/2017,,2017-02-07,No,50.05,9.9,50.05,9.9,No,No,needs_review
X51006328345.jpg,SELANGOR,SELANGOR,1.0,Yes,"NO. 20-A1, JALAN KELANA JAYA,","NO. 20-A1, JALAN KELANA JAYA,",1.0,Yes,,23/02/17,,2017-02-23,No,10.00,7.2,10.0,7.2,No,No,needs_review
X51006328937.jpg,‘LIVES FHARHACT SDN BHD,LIVES FHARHACT SDN BHD,1.0,Yes,"NO; 69 JALAN NOVA US/N, US SUBANG RB","NO; 69 JALAN NOVA US/N, US SUBANG RB",1.0,Yes,31/03/2017,31/03/2017,2017-03-31,2017-03-31,Yes,12.15,12.15,12.15,12.15,Yes,Yes,valid
X51006328967.jpg,TANJONGHAS BOOKCENTRE (PJ) SDN BHD,TANJONGHAS BOOKCENTRE (PJ) SDN BHD,1.0,Yes,"CO. NO. 373665-A LOT F15, GIANT BANDAR PUTERI JALAN PUTERI 1/1, BOR PUTERI 47188 PUCHONG, SELANGOR","CO. NO. 373665-A LOT F15, GIANT BANDAR PUTERI JALAN PUTERI 1/1, BOR PUTERI 47188 PUCHONG, SELANGOR",1.0,Yes,17/03/2017,17/03/2017,2017-03-17,2017-03-17,Yes,62.88,62.88,62.88,62.88,Yes,Yes,valid
